Run_Number Number_of_Events Sampled_Luminosity Prescale Livetime
15130038 57671 2.18664389468199 1.00000000 0.724628394084461
15130040 58948 2.22681275270962 1.00000000 0.733074665472815
15130041 68826 2.58607659959851 1.00000000 0.728942267975725
15130042 62758 2.38085379225529 1.00000000 0.703669683663411
15130043 51013 1.93662887194323 1.00000000 0.755602624679691
15130044 28787 1.08304396551728 1.00000000 0.748810730718241
15130045 62992 2.38886728342123 1.00000000 0.801465723446486
15130046 58729 2.20057550140875 1.00000000 0.801520362484987
15130047 65359 2.43402747115094 1.00000000 0.826596686480334
15130048 11635 0.430482508883822 1.00000000 0.807033363390442
15130054 109998 3.77357095803676 1.00000000 0.793697203638223
15130055 102945 3.59012912261751 1.00000000 0.829218587642069
15130056 95642 3.43734867370104 1.00000000 0.773614818409771
15131001 90328 3.29451867131885 1.00000000 0.787281886799031
15131002 89193 3.28271921844225 1.00000000 0.839858757062147
15131003 91296 3.40864294759439 1.00000000 0.866786294112621
15131004 41383 1.56253960027823 1.00000000 0.796010617834885
15131005 41393 1.56944544721938 1.00000000 0.773166221491679
15131006 43367 1.63764945573254 1.00000000 0.755513745165674
15131007 45040 1.70119036850316 1.00000000 0.755286502439924
15131008 46169 1.72054229686375 1.00000000 0.722293491864831
15131009 45607 1.68533289410932 1.00000000 0.767277927321669
15131010 43434 1.60537637500208 1.00000000 0.786206896551724
15131011 37630 1.39056500571294 1.00000000 0.797448503856913
15131012 42817 1.58359428511909 1.00000000 0.819025211369984
15131013 60006 2.22735416207895 1.00000000 0.818445926592741
15131014 20903 0.765256173646231 1.00000000 0.841268563609289
15131030 122340 4.08517848913341 1.00000000 0.820622207912424
15131031 96122 3.28219605338686 1.00000000 0.812273422513669
15131033 120092 4.01005787010627 1.00000000 0.779504355389389
15131034 42861 1.45678372265211 1.00000000 0.70326316998343
15131035 83188 2.88774825466761 1.00000000 0.769112711605847
15131036 101275 3.56039685094453 1.00000000 0.745712792041882
15131037 129012 4.62518904656742 1.00000000 0.828056302591126
15131039 56640 2.08424147740098 1.00000000 0.836879432624113
15131040 61650 2.2649476724699 1.00000000 0.817650101460232
15131041 55918 2.06172627059359 1.00000000 0.802361786693068
15131042 66242 2.4384616706683 1.00000000 0.774310060665568
15131043 17975 0.668885535771597 1.00000000 0.769741349777321
15131044 27618 1.01201712337637 1.00000000 0.793187627444786
15131045 71987 2.66908155302862 1.00000000 0.763261411228331
15131046 67411 2.48590499391107 1.00000000 0.779140324314328
15131047 37867 1.40198012475315 1.00000000 0.792793735868018
15131048 27311 1.00127391623221 1.00000000 0.779067777270653
15131049 19245 0.708073266705119 1.00000000 0.805567182921725
15131050 61838 2.26151875605508 1.00000000 0.837246141348497
15131051 46664 1.69058182798307 1.00000000 0.839827229371007
15131052 54754 1.93664604241225 1.00000000 0.84157944083245
15131053 10321 0.36303339022465 1.00000000 0.832674465510286
15132002 130639 4.19537469692803 1.00000000 0.849424891252755
15132003 134018 4.58497003587895 1.00000000 0.802594229456362
15132004 105173 3.66920405584106 1.00000000 0.827021671437109
15132005 77395 2.72031117009164 1.00000000 0.85402321680791
15132006 757 0.0270865982374813 1.00000000 0.669319186560566
15132007 50010 1.7802476839797 1.00000000 0.784040134827938
15132008 47287 1.71804179421267 1.00000000 0.819347460710758
15132009 46574 1.6939734236924 1.00000000 0.782059677933941
15132010 49360 1.79197366744966 1.00000000 0.81350121959259
15132011 45368 1.64146042835637 1.00000000 0.837805396022234
15132012 47290 1.70921831482526 1.00000000 0.800165585293322
15132014 52528 1.89786971323807 1.00000000 0.771789597414046
15132015 82024 2.96792643585091 1.00000000 0.755932796962408
15132016 8240 0.301372356945066 1.00000000 0.741941292994778
15132017 67260 2.4619951195227 1.00000000 0.796167185521005
15132018 48213 1.76259349729728 1.00000000 0.818737582148861
15132019 68098 2.50280273633945 1.00000000 0.830848441960909
15132022 243500 8.37632699854625 1.00000000 0.830077792095341
15132023 158147 5.67432693798139 1.00000000 0.801640838650866
15132024 152512 5.52396827201651 1.00000000 0.796625750848786
15132025 75034 2.7316120049808 1.00000000 0.838453028796192
15132026 28803 1.05757994774104 1.00000000 0.893116279069767
15132028 60784 2.26746496219383 1.00000000 0.799284662318536
15132029 60759 2.26903616841699 1.00000000 0.76640429879664
15132030 62262 2.33229050432314 1.00000000 0.745947500209664
15132031 67389 2.51172597482871 1.00000000 0.757920664019885
15132032 65661 2.45319898445437 1.00000000 0.752190897322809
15132033 48188 1.77863513591972 1.00000000 0.751649240726911
15132034 47115 1.74989217463971 1.00000000 0.778412939679812
15132035 59293 2.21348289182098 1.00000000 0.800545452090675
15132036 50210 1.87260243055553 1.00000000 0.806430888824644
15132037 57971 2.17892617962489 1.00000000 0.8213632950311
15132038 20700 0.767288153218309 1.00000000 0.834179561573179
15133002 129201 4.43118200519361 1.00000000 0.81872793982523
15133003 82028 2.84330964514351 1.00000000 0.757244020190731
15133004 65279 2.29590546255785 1.00000000 0.790015732784703
15133005 125974 4.51905690141364 1.00000000 0.828347119392975
15133006 107549 3.91704446224371 1.00000000 0.789827720416526
15133007 100642 3.7093269683865 1.00000000 0.870259429272889
15133008 47749 1.78245077826091 1.00000000 0.807566763069325
15133009 48198 1.80897154827312 1.00000000 0.787446085479022
15133010 45707 1.71282333206017 1.00000000 0.764450093658014
15133011 48356 1.81277807931742 1.00000000 0.768400813576559
15133012 53616 2.02902380677502 1.00000000 0.712580739480609
15133013 12682 0.485798512473779 1.00000000 0.522279878099003
15133014 7125 0.271031244642631 1.00000000 0.219217278936681
15133015 0 0 1.00000000 0
15133016 90341 3.38465872684829 1.00000000 0.897104385128694
15133017 42002 1.57428001033485 1.00000000 0.896827091429304
15133018 45735 1.71526054965915 1.00000000 0.801609001998107
15133019 46607 1.7403752340794 1.00000000 0.810176091226728
15133020 26659 0.998134940878352 1.00000000 0.821262438002526
15133021 62298 2.27599115666548 1.00000000 0.838612408631389
15133031 121290 4.17373784284723 1.00000000 0.865287894244969
15133032 96176 3.37024817009435 1.00000000 0.833710417045918
15133033 143758 5.10836995796587 1.00000000 0.857577474870999
15133034 116946 4.24929832890763 1.00000000 0.850250467126644
15133035 96145 3.50442464893374 1.00000000 0.852062248533295
15133036 61660 2.2909246816327 1.00000000 0.731852062859042
15133037 51724 1.92909300070857 1.00000000 0.76491523421348
15133038 43425 1.60241024387442 1.00000000 0.784623723913633
15133039 71452 2.67236458662639 1.00000000 0.736765585366357
15133040 71875 2.70284184127288 1.00000000 0.778112178064544
15133041 39369 1.47660145109219 1.00000000 0.754817186571314
15133042 25239 0.953238362020873 1.00000000 0.760165050298175
15133043 3255 0.120622208254908 1.00000000 0.749654537079687
15133044 17154 0.638113502935208 1.00000000 0.800242582571375
15133045 46535 1.75267514230308 1.00000000 0.805020240113483
15133047 98193 3.40631171746526 1.00000000 0.848598243915929
15133049 93220 3.23624609357956 1.00000000 0.83015121021604
15133050 84548 2.9416169003803 1.00000000 0.853856330603218
15133051 27110 0.968181255234111 1.00000000 0.692128979550155
15133053 146721 5.29676767994493 1.00000000 0.830829515790189
15133054 90999 3.31559618998391 1.00000000 0.843395491955216
15133055 57414 2.13170378021254 1.00000000 0.860613964085499
15133056 54675 2.03239101191378 1.00000000 0.747610725793239
15134001 47218 1.77622303599385 1.00000000 0.743840579710145
15134002 48827 1.88760033911357 1.00000000 0.755871015681843
15134003 48453 1.91626100963211 1.00000000 0.775943245147652
15134004 48802 1.93997855648815 1.00000000 0.745174983204056
15134005 28705 1.12574564457286 1.00000000 0.76636586928663
15134006 47715 1.78207744274536 1.00000000 0.742696157019005
15134007 47576 1.75412901967766 1.00000000 0.755094591163027
15134008 44054 1.63899499313029 1.00000000 0.782542276538298
15134009 45493 1.67432867446572 1.00000000 0.803607072830369
15134010 21482 0.779599056247578 1.00000000 0.790381158516453
15134050 125025 4.20206578365823 1.00000000 0.808339098332568
15134051 107519 3.61498635534216 1.00000000 0.825877563560949
15134053 80267 2.73022785205396 1.00000000 0.859355930025908
15134054 0 0 1.00000000 0
15134055 81995 2.81423123546682 1.00000000 0.835134391900838
15134056 55568 1.89903181249586 1.00000000 0.860760866197838
15134057 54433 1.89517950934921 1.00000000 0.663671389207247
15134058 27355 0.961895812313023 1.00000000 0.708055081016721
15134059 6755 0.237970561141165 1.00000000 0.577301085377318
15134060 19846 0.688635297620961 1.00000000 0.728801733318644
15134062 38373 1.33973695200271 1.00000000 0.756162925887245
15134063 37974 1.32897813699298 1.00000000 0.746579112928594
15135004 120933 4.00265754169486 1.00000000 0.829791613775311
15135005 95281 3.20402320210366 1.00000000 0.770286656642577
15135006 113528 3.93218759595699 1.00000000 0.801747150463976
15135007 93396 3.26777870403454 1.00000000 0.809969819960454
15135008 86725 3.10477470993951 1.00000000 0.833125192130341
15135009 54268 1.95872683631605 1.00000000 0.854371989042476
15135010 52081 1.90037239751937 1.00000000 0.730612760226699
15135011 53563 1.96053314692064 1.00000000 0.724323520263966
15135012 52161 1.91328397040385 1.00000000 0.689202559197942
15135013 62959 2.32016872784148 1.00000000 0.66743264994917
15135014 64622 2.3915600311023 1.00000000 0.722960576363718
15135015 33599 1.22465307073456 1.00000000 0.743011941618753
15135016 14974 0.549490986334948 1.00000000 0.759600263785319
15135053 38378 1.29676735847047 1.00000000 0.809594127077884
15135062 113388 3.74824816981325 1.00000000 0.751532705448809
15135063 104147 3.66481643596838 1.00000000 0.805860550771064
15135064 108745 3.8694370008183 1.00000000 0.829500293675675
15135065 90636 3.2963328365723 1.00000000 0.762441535717891
15136001 88383 3.28406637678945 1.00000000 0.832114108176811
15136002 55633 2.05409734839081 1.00000000 0.836588923474835
15136003 50966 1.92004799909641 1.00000000 0.789362822538178
15136004 47179 1.77411048187792 1.00000000 0.769628554183455
15136005 47100 1.81268140149939 1.00000000 0.751016503228893
15136006 38865 1.47393201240786 1.00000000 0.706878364615161
15136007 38606 1.48118719719558 1.00000000 0.696293624312382
15136008 38264 1.42922848462319 1.00000000 0.684012012441457
15136009 39098 1.49715219850043 1.00000000 0.70482405537929
15136010 31871 1.2217318342726 1.00000000 0.751721373325788
15136011 40546 1.53103625448089 1.00000000 0.734395942763992
15136012 42155 1.61718738461363 1.00000000 0.790263014828562
15136013 44984 1.71754350345275 1.00000000 0.799544985958551
15136014 38281 1.43620979884903 1.00000000 0.800723728246319
15136015 41425 1.55084392400651 1.00000000 0.798446474692572
15136016 47002 1.78470442993054 1.00000000 0.819821391195144
15136017 28014 1.07616192628428 1.00000000 0.831423992402208
15136032 582 0.0199002758750772 1.00000000 0.391919191919192
15136033 119029 4.12343832026387 1.00000000 0.832056426244635
15136034 112705 3.98591874714236 1.00000000 0.773345135415166
15136035 122724 4.39349363514272 1.00000000 0.749081387257834
15136036 92192 3.35358138358287 1.00000000 0.828565522571832
15136037 76590 2.80475369846475 1.00000000 0.818426620503943
15136038 29926 1.10687540996147 1.00000000 0.702478756865875
15136039 44925 1.66258777014388 1.00000000 0.702599149255599
15136040 45811 1.70892994139296 1.00000000 0.679300118623962
15136041 62558 2.35291397671546 1.00000000 0.681407735793567
15136042 37508 1.42887962818808 1.00000000 0.693821679615242
15137003 64358 2.13748903936224 1.00000000 0.83089054272985
15137004 44372 2.00399939199973 1.00000000 0.797950008991189
15137005 56212 3.32646510220351 1.00000000 0.840769380337726
15137006 44660 1.60985879520609 1.00000000 0.80178093750561
15137007 39403 1.38983773306138 1.00000000 0.815577587812804
15137008 51831 1.84289383519233 1.00000000 0.774826220195829
15137009 59679 2.11948943747217 1.00000000 0.774905560641027
15137010 40645 1.46758057206021 1.00000000 0.862841251645226
15137011 54128 1.96394895332884 1.00000000 0.754386698443227
15137012 51632 1.85631109682926 1.00000000 0.70405116107831
15137013 52071 1.87748637144574 1.00000000 0.687923586064762
15137014 58533 2.08392504776499 1.00000000 0.702912038426899
15137015 26883 0.957354183689112 1.00000000 0.721730025773196
15137025 124233 4.11286891677194 1.00000000 0.818189002825361
15137026 123079 4.16182601935204 1.00000000 0.787810716022835
15137027 109757 3.78459768034827 1.00000000 0.813842641324814
15137028 107224 3.74946725769043 1.00000000 0.766887161756722
15137029 123909 4.41271786450287 1.00000000 0.848430278338868
15137030 11359 0.410946552216519 1.00000000 0.876060465833719
15137032 56782 2.0330004937337 1.00000000 0.685450089933485
15137033 52669 1.88828822720718 1.00000000 0.697039478037612
15137034 60279 2.1503981970336 1.00000000 0.690615583790658
15137035 67337 2.39613623266624 1.00000000 0.691582450086271
15137036 68360 2.4551481833239 1.00000000 0.731709927749532
15137037 46778 1.67779788990673 1.00000000 0.753535874222752
15137038 46880 1.66280508634661 1.00000000 0.787634408602151
15137039 23150 0.838001006763331 1.00000000 0.75589368510416
15137050 111764 3.67236694100293 1.00000000 0.817247303966368
15137051 59557 2.00283983761062 1.00000000 0.706816599605895
15137052 23723 0.812161463567976 1.00000000 0.80553480475382
15137053 93796 3.22123402408444 1.00000000 0.780235411554299
15137054 40693 1.4097382144465 1.00000000 0.847470687464856
15138012 40398 1.3523336905242 1.00000000 0.795728421671402
15138035 13823 0.480583193471306 1.00000000 0.774744983746217
15138056 127934 4.23767401318563 1.00000000 0.813711647076782
15138057 100291 3.35100394889996 1.00000000 0.786540557921402
15138058 103664 3.53957818458357 1.00000000 0.771601676181403
15138059 137722 4.81282035978358 1.00000000 0.794681084324836
15138060 59120 2.08198183838172 1.00000000 0.812579031282643
15138061 58142 2.06626625201271 1.00000000 0.813538926512565
15138062 49063 1.75388103488031 1.00000000 0.77609225220665
15138063 35276 1.25966448837835 1.00000000 0.743623255617859
15138064 61411 2.20333572723203 1.00000000 0.677788201534132
15138065 67087 2.41777083639046 1.00000000 0.71269826093423
15138066 45937 1.65896907975901 1.00000000 0.696909498968822
15138067 39924 1.42883945965181 1.00000000 0.685084769030132
15138068 39760 1.42041546132154 1.00000000 0.743372097371275
15138069 9412 0.33823481946907 1.00000000 0.676100854823648
15138070 46883 1.66946199525062 1.00000000 0.72405485544848
15138071 32866 1.15459660960885 1.00000000 0.72713998097303
15138072 43798 1.54452068254911 1.00000000 0.771666167480047
15138074 23187 0.822319327088305 1.00000000 0.775173843273603
15138075 58580 2.0441988296445 1.00000000 0.807893865842895
15139003 47427 1.52907006886628 1.00000000 0.747494010843525
15139008 116101 3.78782247171166 1.00000000 0.680824239296793
15139009 108659 3.59106765570613 1.00000000 0.745886503888687
15139010 112513 3.79773015110785 1.00000000 0.752217298605124
15139012 20439 0.69041196227195 1.00000000 0.622438103359016
15139013 103075 3.55176773287008 1.00000000 0.778282832096286
15139015 62539 2.16824809747536 1.00000000 0.799496311826445
15139016 40967 1.43241679675876 1.00000000 0.753263707571802
15139017 57892 2.06199684343437 1.00000000 0.718013593292653
15139018 63340 2.26941541178065 1.00000000 0.728447879289723
15139020 65795 2.36909767787724 1.00000000 0.723721840901091
15139021 65231 2.34229272288161 1.00000000 0.694330906458892
15139022 81814 2.92773165224254 1.00000000 0.708909895937129
15139023 45925 1.65198677076494 1.00000000 0.793986964264103
15139024 56980 2.04093811842805 1.00000000 0.788377723970944
15139025 62081 2.21915068880009 1.00000000 0.801976488825733
15139026 60246 2.13104041002277 1.00000000 0.807089462261876
15139037 81319 2.69061798609752 1.00000000 0.681109287054409
15139038 21053 0.703920648242317 1.00000000 0.67020023557126
15139039 78745 2.64656640545856 1.00000000 0.743592891272734
15139040 89767 3.06618491568531 1.00000000 0.743522843985025
15139041 95082 3.30265105626677 1.00000000 0.758253851797505
15139042 87148 3.05330632154483 1.00000000 0.779236223499852
15139043 63887 2.27617426936021 1.00000000 0.79655628148222
15139044 44243 1.58526407852117 1.00000000 0.75189490499983
15139045 44699 1.59762101679371 1.00000000 0.743273803585088
15139046 66240 2.40410584071594 1.00000000 0.737195895563915
15139047 64500 2.34062345740243 1.00000000 0.6817710975816
15139050 68899 2.47534533728376 1.00000000 0.680504113702134
15139051 48265 1.72992938626936 1.00000000 0.684367245657568
15139052 46513 1.66201494505587 1.00000000 0.738149270785393
15140002 49516 1.76518314841059 1.00000000 0.765600841115715
15140003 29605 1.05067588512725 1.00000000 0.750025334414268
15140004 46628 1.6468923562443 1.00000000 0.753815312984997
15140005 46125 1.6414422841607 1.00000000 0.767419805670172
15140006 43258 1.5205992433555 1.00000000 0.784345366525846
15140007 35892 1.27792613378436 1.00000000 0.812974246302295
15140011 117447 3.84210598291009 1.00000000 0.794172735325341
15140012 81790 2.7377296371278 1.00000000 0.757745043542709
15140013 99751 3.37751050898575 1.00000000 0.762857426908635
15140014 93291 3.21331400838129 1.00000000 0.791361292073833
15140015 110110 3.84785808676251 1.00000000 0.819369721323064
15140017 42204 1.47310369503304 1.00000000 0.789775066432127
15140018 44888 1.59189024930686 1.00000000 0.657689997216158
15140019 17412 0.613260799566942 1.00000000 0.626943189498773
15140020 50225 1.79535431564056 1.00000000 0.667716933221659
15140021 52543 1.87892516538577 1.00000000 0.660042458577763
15140022 53716 1.90455528195584 1.00000000 0.696461680086092
15140023 46231 1.64246436093604 1.00000000 0.663623575345219
15140025 5848 0.208878526495588 1.00000000 0.31864000435896
15140026 24898 0.881761014541742 1.00000000 0.870817746390239
15140027 2953 0.107542501231944 1.00000000 0.725909537856441
15140028 34991 1.25818207488735 1.00000000 0.744141040364085
15140029 46616 1.6684575902895 1.00000000 0.790061522295477
15140030 60846 2.1736032842881 1.00000000 0.792059359541786
15140031 42211 1.49539207496461 1.00000000 0.798573536645352
15140032 40690 1.4504099766939 1.00000000 0.822668364974424
15140034 38254 1.36027195267359 1.00000000 0.827149282131119
15140035 15487 0.549651601256842 1.00000000 0.841684782608696
15140036 28208 0.985864651632867 1.00000000 0.828161240128006
15140037 42294 1.48258932314185 1.00000000 0.847880999158013
15140045 106263 3.44420323687186 1.00000000 0.719544152599183
15140046 108832 3.61571687630329 1.00000000 0.720501006249338
15140047 145260 4.92600725445184 1.00000000 0.77692093779413
15140048 109505 3.77856400388402 1.00000000 0.8180806239541
15140049 116679 4.11648180398138 1.00000000 0.824532154034178
15140050 15088 0.531689557544702 1.00000000 0.659527035887573
15140051 50795 1.8094726900145 1.00000000 0.558327929037009
15140052 44042 1.57393273422489 1.00000000 0.482710244522627
15140053 38012 1.3603882672355 1.00000000 0.481116314390583
15140054 14283 0.509265247423755 1.00000000 0.398047722342733
15140055 29868 1.06474877209365 1.00000000 0.414960126705382
15141001 37968 1.35238464053336 1.00000000 0.553719610902886
15141002 43567 1.55328651499445 1.00000000 0.688871671621023
15141003 34120 1.20420731479718 1.00000000 0.559325923740205
15141004 34299 1.21545668105112 1.00000000 0.594508865893609
15141006 35272 1.25470923419199 1.00000000 0.640296258645415
15141007 27589 0.979018408902965 1.00000000 0.511798315586391
15141009 41652 1.47092861756289 1.00000000 0.836234415467084
15141010 39753 1.3956138197233 1.00000000 0.823981759767852
15141011 33300 1.1567353916006 1.00000000 0.835570722404838
15141012 6191 0.2177916281721 1.00000000 0.768400148938811
15141013 24055 0.83632702148436 1.00000000 0.857759235487092
15141048 119482 3.88479193585939 1.00000000 0.770591718261272
15142003 98198 3.32077782994151 1.00000000 0.760811627438524
15142004 96395 3.28880099548997 1.00000000 0.791738876888075
15142005 87473 3.03704592727402 1.00000000 0.779639565767661
15142006 57515 1.99544723648271 1.00000000 0.793146245604358
15142008 46188 1.62284251387589 1.00000000 0.717260656883298
15142011 47373 1.66612818196058 1.00000000 0.711627976816121
15142012 47466 1.65462290335592 1.00000000 0.709496121134213
15142013 49056 1.72625213918068 1.00000000 0.705828256121393
15142014 49242 1.73419260885677 1.00000000 0.697113410818693
15142015 48558 1.69995262994531 1.00000000 0.683309176364634
15142018 53837 1.88264305845105 1.00000000 0.727367297585755
15142019 45417 1.60701810560623 1.00000000 0.891245903569536
15142020 21970 0.763580277670309 1.00000000 0.887748504929691
15142021 45083 1.56524779072663 1.00000000 0.783153250182399
15142022 29989 1.0465761487673 1.00000000 0.817406236371566
15142025 7128 0.242193810390019 1.00000000 0.765135251180764
15142054 26377 0.871511155999516 1.00000000 0.720631624959021
15142055 84976 2.83975487589529 1.00000000 0.754559661865776
15142058 107203 3.44903808661816 1.00000000 0.724978359662411
15142059 381 0.012650910421922 1.00000000 0.0793254216114928
15142060 72762 2.39495078541743 1.00000000 0.765120289367429
15142061 75621 2.55783478586245 1.00000000 0.782518264036921
15143010 117938 3.74154789551146 1.00000000 0.730727766143323
15143011 106434 3.45664756113521 1.00000000 0.713388518381983
15143012 105655 3.49017418699784 1.00000000 0.764256987442856
15143013 50810 1.7255377239722 1.00000000 0.70819685840523
15143014 49870 1.68817582926894 1.00000000 0.761432170394687
15143026 102922 3.43097207389455 1.00000000 0.772397748592871
15143027 90758 3.06243378188303 1.00000000 0.803232115832234
15143028 81552 2.78031708217819 1.00000000 0.803966994292024
15143029 80946 2.80886567649687 1.00000000 0.842450355938554
15143030 71858 2.50025991432489 1.00000000 0.799924302300987
15143031 53861 1.90283137335903 1.00000000 0.835013918960718
15143032 47299 1.67553758081346 1.00000000 0.597478715610237
15143033 47064 1.67670474984744 1.00000000 0.647809390097865
15143034 46206 1.6463864827041 1.00000000 0.675077066927696
15143035 45445 1.63149521749266 1.00000000 0.713102149694022
15143036 24674 0.8783209224378 1.00000000 0.75689438326329
15143037 46102 1.63828594083667 1.00000000 0.788540152227829
15143038 28354 0.998049356402203 1.00000000 0.762737397105504
15143039 39791 1.42744601738771 1.00000000 0.831612606587527
15143040 53165 1.9010822729742 1.00000000 0.80837185257268
15143041 49649 1.8416389746111 1.00000000 1
15143049 125054 4.03394148530807 1.00000000 0.791600202557286
15143050 34315 1.12972137025467 1.00000000 0.567337896372714
15143051 128437 4.27589715382006 1.00000000 0.775385767066721
15143052 100445 3.41953164489901 1.00000000 0.801687258563994
15144001 92376 3.18278703461466 1.00000000 0.804003655511554
15144003 36822 1.26733742906824 1.00000000 0.800286700983906
15144004 2636 0.0893986908100145 1.00000000 0.734057365636313
15144005 47602 1.66054620052575 1.00000000 0.769963606955115
15144006 47720 1.66287107788714 1.00000000 0.726685752573552
15144007 47810 1.6697075162463 1.00000000 0.710337859923335
15144008 48276 1.69810476641364 1.00000000 0.699875322566615
15144009 49350 1.76462708777685 1.00000000 0.688995616117053
15144010 49109 1.74962001077331 1.00000000 0.705720896144395
15144011 46716 1.66932741237613 1.00000000 0.706570071690009
15144012 46673 1.6428367161912 1.00000000 0.735308945394965
15144013 46817 1.6578406360622 1.00000000 0.783246616365249
15144014 43469 1.54076873265687 1.00000000 0.757590017079717
15144015 43722 1.54570952658081 1.00000000 0.794916548489146
15144017 27238 0.972498186212545 1.00000000 0.798534154206977
15144018 13526 0.483565581092306 1.00000000 0.769703522449212
15144026 5898 0.193734481462301 1.00000000 0.396264445041655
15144027 2759 0.0958922623313599 1.00000000 0.662902450744834
15144028 115602 3.85081357678233 1.00000000 0.75748461795522
15144032 35402 1.18683456765042 1.00000000 0.688460192135662
15144033 94892 3.22975941855081 1.00000000 0.668568892270623
15144034 75085 2.6039540357284 1.00000000 0.749398672588452
15144035 87583 3.05737110315122 1.00000000 0.755616329629374
15144036 654 0.0232443704658983 1.00000000 0.481945467943994
15144037 83637 2.93979678776289 1.00000000 0.732830820770519
15144039 44353 1.57100864864658 1.00000000 0.735689760984591
15144040 33347 1.18461864721581 1.00000000 0.754730219083831
15144043 38228 1.37305688812882 1.00000000 0.702991963809559
15144044 42447 1.50821912420752 1.00000000 0.667757207795272
15144046 40632 1.45507440837004 1.00000000 0.694457262985182
15144047 47950 1.72526045551707 1.00000000 0.68465239801819
15144049 61412 2.19132013310855 1.00000000 0.668379007857905
15144052 59769 2.14732540301187 1.00000000 0.746086630882536
15144054 63099 2.27375336905157 1.00000000 0.772356728438885
15144055 51278 1.82310969185936 1.00000000 0.778384942319369
15144056 19644 0.699000411714369 1.00000000 0.803435582822086
15144058 36360 1.28903213703967 1.00000000 0.801498952937286
15144060 24772 0.877363366576953 1.00000000 0.794942558244015
15144062 126392 4.14761855499972 1.00000000 0.808696598012681
15144063 143326 4.82945651616413 1.00000000 0.807656979922123
15144064 8485 0.29222326372423 1.00000000 0.72989247311828
15144065 98610 3.4024591563898 1.00000000 0.763982180902576
15144067 95975 3.34140969729693 1.00000000 0.799385312466163
15144068 111637 3.92798994593288 1.00000000 0.823609697077007
15144070 42795 1.51725456631627 1.00000000 0.747811347790379
15145003 123112 4.02274587290493 1.00000000 0.757242320987047
15145004 131539 4.35896604468936 1.00000000 0.727309421255467
15145005 98584 3.37128289005896 1.00000000 0.724346446047817
15145006 99686 3.42141068978503 1.00000000 0.814858683221696
15145007 89444 3.08922876243538 1.00000000 0.804802994448393
15145008 42613 1.47162888602108 1.00000000 0.839797406487722
15145009 50143 1.73166920319379 1.00000000 0.754188851788346
15145010 38728 1.36180424769931 1.00000000 0.676790800901735
15145012 33286 1.17242645157784 1.00000000 0.708499180519785
15145013 48824 1.71992074315644 1.00000000 0.710684133915575
15145014 39198 1.39441692187927 1.00000000 0.703234602895535
15145015 8194 0.289363641134988 1.00000000 0.682151182151182
15145016 18687 0.667954459454337 1.00000000 0.751870926209061
15145017 48002 1.7056940693097 1.00000000 0.67953963108198
15145018 51073 1.80292441662451 1.00000000 0.717297266930704
15145019 48006 1.70436200375459 1.00000000 0.704189403274071
15145020 47366 1.67183322812887 1.00000000 0.735599695609635
15145021 412 0.0156843724469609 1.00000000 0.492822966507177
15145022 46544 1.63887898263631 1.00000000 0.751631031587107
15145023 46148 1.63107747014558 1.00000000 0.801740761974253
15145024 44585 1.56228168929136 1.00000000 0.797428055302177
15145029 123649 4.02506461134311 1.00000000 0.743951964671412
15145031 31711 1.06105855846988 1.00000000 0.742559419271748
15145032 107079 3.60207842600422 1.00000000 0.79549506715797
15145033 46621 1.59428905323371 1.00000000 0.844858830778152
15145034 1921 0.0668262285668988 1.00000000 0.550525464834276
15145035 64149 2.1782931004538 1.00000000 0.85091791797103
15145036 63507 2.16962334334088 1.00000000 0.842882739398766
15145037 55350 1.91484581230657 1.00000000 0.701992466422312
15145038 35040 1.2141279716406 1.00000000 0.669238702777035
15145039 19158 0.675847467175932 1.00000000 0.656793170832048
15145056 116800 3.88295338684798 1.00000000 0.771673207277917
15145057 15149 0.511705024620704 1.00000000 0.795985919192981
15145058 6565 0.218548092163054 1.00000000 0.476895653366242
15145059 37 0.00140878543681561 1.00000000 0.00897404802328402
15145060 97685 3.36334003908218 1.00000000 0.724897407926861
15145061 110051 3.80794687393178 1.00000000 0.812709079496363
15145062 92829 3.25350072552154 1.00000000 0.798948265326322
15145063 26918 0.939268920186434 1.00000000 0.669335587825741
15145064 49004 1.70894865612016 1.00000000 0.86795727873324
15146001 46956 1.67229438232467 1.00000000 0.761778066190785
15146002 48537 1.73800812035401 1.00000000 0.772107599064633
15146003 1585 0.0554404945577329 1.00000000 0.6417004048583
15146004 19901 0.709266435044675 1.00000000 0.708385214699918
15146006 47821 1.71966025435585 1.00000000 0.730359215590445
15146008 50571 1.79040284929384 1.00000000 0.721556373598151
15146009 48867 1.73419800241152 1.00000000 0.714973371569029
15146010 11181 0.403042902888538 1.00000000 0.714258336527405
15146013 48739 1.73412007580817 1.00000000 0.749980765383846
15146017 47261 1.67503264907245 1.00000000 0.797438666351702
15146020 45583 1.60834078807181 1.00000000 0.804855654630529
15146023 43171 1.50154680244239 1.00000000 0.807221256147043
15146025 49328 1.68693581547623 1.00000000 0.801846613999155
15146026 4979 0.167945723399706 1.00000000 0.802029639175258
15148062 37536 1.24729950055421 1.00000000 0.760086828374557
15148064 125583 4.19995037394186 1.00000000 0.825623898808741
15148065 101464 3.55493414701977 1.00000000 0.786044637946128
15148066 62558 2.20525284033559 1.00000000 0.746193736724062
15148069 55649 1.96610229951675 1.00000000 0.768898100172712
15149007 67489 2.26880415912131 1.00000000 0.785267150702783
